,sent_id_and_idx,word_idx,word,processed_word
114,7,9,के,का
115,7,10,दौरान,दौरान
116,7,11,बताया,बता
117,7,12,कि,कि
118,7,13,वह,वह
119,7,14,कई,कई
120,7,15,वजहों,वजह
121,7,16,से,से
122,7,17,अपनी,अपना
123,7,18,नई,नया
124,7,19,फिल्म,फिल्म
125,7,20,को,को
126,7,21,इस,यह
127,7,22,फ़ेसटीवल,फेसटीवल
128,7,23,में,में
129,7,24,शामिल,शामिल
130,7,25,नहीं,नहीं
131,7,26,करना,कर
132,7,27,चाहते,चाह
133,8,1,वह,वह
134,8,2,पहले,पहले
135,8,3,अपने,अपना
136,8,4,प्रधानमंत्री,प्रधानमंत्री
137,8,5,को,को
138,8,6,यह,यह
139,8,7,फिल्म,फिल्म
140,8,8,दिखाना,दिखा
141,8,9,चाहते,चाह
142,8,10,हैं,है
143,9,1,देवानंद,देवानंद
144,9,2,ने,ने
145,9,3,बताया,बता
146,9,4,कि,कि
147,9,5,उनकी,वह
148,9,6,यह,यह
149,9,7,फिल्म,फिल्म
150,9,8,30,30
151,9,9,नवंबर,नवंबर
152,9,10,को,को
153,9,11,रिलीज,रिलीज
154,9,12,होगी,हो
155,10,1,बात,बात
156,10,2,गलत,गलत
157,10,3,हो,हो
158,10,4,तो,तो
159,10,5,गुस्सा,गुस्सा
160,10,6,मशहूर,मशहूर
161,10,7,लोगों,लोग
162,10,8,को,को
163,10,9,भी,भी
164,10,10,आना,आ
165,10,11,लाजमी,लाजमी
166,10,12,है,है
167,11,1,कल,कल
168,11,2,ज़ी,ज़ी
169,11,3,में,में
170,11,4,शुरू,शुरू
171,11,5,हुए,हो
172,11,6,36वें,36वाँ
173,11,7,फिल्म,फिल्म
174,11,8,फ़ेसटीवल,फ़ेसटीवल
175,11,9,के,का
176,11,10,रंग,रंग
177,11,11,में,में
178,11,12,भंग,भंग
179,11,13,उस,वह
180,11,14,समय,समय
181,11,15,पड़ा,पड़ा
182,11,16,जब,जब
183,11,17,वहां,वहाँ
184,11,18,पर,पर
185,11,19,तैनात,तैनात
186,11,20,पुलीस,पुलीस
187,11,21,वालों,वाला
188,11,22,ने,ने
189,11,23,बिपाशा,बिपाशा
190,11,24,बसु,बसु
191,11,25,के,का
192,11,26,साथ,साथ
193,11,27,बदतमीज़ी,बदतमीजी
194,11,28,की,कर
195,12,1,पुलीस,पुलीस
196,12,2,द्वारा,द्वारा
197,12,3,की,कर
198,12,4,बदतमीजी,बदतमीजी
199,12,5,के,का
200,12,6,चलते,चलते
201,12,7,बिपाशा,बिपाशा
202,12,8,का,का
203,12,9,गुस्सा,गुस्सा
204,12,10,सातवें,सातवाँ
205,12,11,आसमान,आसमान
206,12,12,पर,पर
207,12,13,जा,जा
208,12,14,पहुंचा,पहुंच
209,13,1,और,और
210,13,2,पहले,पहले
211,13,3,तो,तो
212,13,4,उन्होंने,वह
213,13,5,वहीं,वहाँ
214,13,6,पर,पर
215,13,7,इन,यह
216,13,8,गार्ड्स,गार्ड
217,13,9,की,का
218,13,10,खैर,खैर
219,13,11,खबर,खबर
220,13,12,ली,ले
221,13,13,लेकिन,लेकिन
222,13,14,बाद,बाद
223,13,15,में,में
224,13,16,गुस्से,गुस्सा
225,13,17,के,का
226,13,18,चलते,चलते
227,13,19,बिपाशा,बिपाशा
228,13,20,फ़िल्म,फ़िल्म
229,13,21,फ़ेसटीवल,फेसटीवल
230,13,22,में,में
231,13,23,बिना,बिना
232,13,24,भाग,भाग
233,13,25,लिए,ले
234,13,26,वापस,वापस
235,13,27,लौट,लौट
236,13,28,गई,जा
237,14,1,गौरतलब,गौरतलब
238,14,2,है,है
239,14,3,कि,कि
240,14,4,बिपाशा,बिपाशा
241,14,5,को,को
242,14,6,ही,ही
243,14,7,यहां,यहाँ
244,14,8,प्रोग्राम,प्रोग्राम
245,14,9,में,में
246,14,10,दिया,दे
247,14,11,जलाना,जला
248,14,12,था,था
249,14,13,और,और
250,14,14,उसके,वह
251,14,15,बाद,बाद
252,14,16,पूरे,पूरा
253,14,17,प्रोग्राम,प्रोग्राम
254,14,18,में,में
255,14,19,शिरकत,शिरकत
256,14,20,करनी,कर
257,14,21,थी,था
258,15,1,लेकिन,लेकिन
259,15,2,बिपाशा,बिपाशा
260,15,3,के,का
261,15,4,इस,यह
262,15,5,कदम,कदम
263,15,6,से,से
264,15,7,वहां,वहाँ
265,15,8,रंग,रंग
266,15,9,में,में
267,15,10,भंग,भंग
268,15,11,पड़,पड़
269,15,12,गया,जा
270,16,1,बड़े,बड़ा
271,16,2,अफ़सरों,अफसर
272,16,3,ने,ने
273,16,4,पूरे,पूरा
274,16,5,मामले,मामला
275,16,6,की,का
276,16,7,जांच,जांच
277,16,8,की,का
278,16,9,बात,बात
279,16,10,कही,कह
280,16,11,है,है
281,17,1,लेकिन,लेकिन
282,17,2,बिपाशा,बिपाशा
283,17,3,के,का
284,17,4,साथ,साथ
285,17,5,बदतमीजी,बदतमीजी
286,17,6,के,का
287,17,7,चलते,चलते
288,17,8,अभी,अभी
289,17,9,गार्ड्स,गार्ड
290,17,10,के,का
291,17,11,खिलाफ,खिलाफ
292,17,12,कोई,कोई
293,17,13,कार्रवाई,कार्रवाई
294,17,14,नहीं,नहीं
295,17,15,की,कर
296,17,16,गई,जा
297,18,1,फिल्म,फिल्म
298,18,2,फ़ेसटीवल,फेसटीवल
299,18,3,में,में
300,18,4,प्रकाश,प्रकाश
301,18,5,झा,झा
302,18,6,की,का
303,18,7,नई,नया
304,18,8,फिल्म,फिल्म
305,18,9,राजनीति,राजनीति
306,18,10,का,का
307,18,11,भी,भी
308,18,12,प्रीमियर,प्रीमियर
309,18,13,होना,हो
310,18,14,है,है
311,19,1,गंगाजल,गंगाजल
312,19,2,के,का
313,19,3,बाद,बाद
314,19,4,झा,झा
315,19,5,की,का
316,19,6,यह,यह
317,19,7,किसी,कोई
318,19,8,अलग,अलग
319,19,9,मुद्दे,मुद्दा
320,19,10,पर,पर
321,19,11,बनी,बन
322,19,12,दूसरी,दूसरा
323,19,13,फिल्म,फिल्म
324,19,14,है,है
325,20,1,इस,यह
326,20,2,फिल्म,फिल्म
327,20,3,में,में
328,20,4,कटरीना,कटरीना
329,20,5,कैफ़,कैफ़
330,20,6,ने,ने
331,20,7,भी,भी
332,20,8,बतौर,बतौर
333,20,9,हीरोईन,हीरोईन
334,20,10,काम,काम
335,20,11,किया,कर
336,20,12,है,है
337,21,1,सोनल,सोनल
338,21,2,ने,ने
339,21,3,बताया,बता
340,21,4,कि,कि
341,21,5,जजों,जज
342,21,6,ने,ने
343,21,7,जब,जब
344,21,8,उससे,वह
345,21,9,पूछा,पूछ
346,21,10,कि,कि
347,21,11,आपसे,आप
348,21,12,आपकी,आप
349,21,13,जगह,जगह
350,21,14,किसी,कोई
351,21,15,और,और
352,21,16,का,का
353,21,17,नाम,नाम
354,21,18,पूछा,पूछ
355,21,19,जाए,जा
356,21,20,तो,तो
357,21,21,आप,आप
358,21,22,किसका,कौन
359,21,23,नाम,नाम
360,21,24,लेना,ले
361,21,25,चाहेंगी,चाह
362,22,1,तब,तब
363,22,2,मैंने,मैं
364,22,3,अपना,अपना
365,22,4,नाम,नाम
366,22,5,"लिया,",ले
367,22,6,किसी,कोई
368,22,7,और,और
369,22,8,का,का
370,22,9,नाम,नाम
371,22,10,नहीं,नहीं
372,22,11,ले,ले
373,22,12,पाई,पा
374,23,1,उन्होंने,वह
375,23,2,कहा,कह
376,23,3,कि,कि
377,23,4,वह,वह
378,23,5,अपने,अपना
379,23,6,ड्रेस,ड्रेस
380,23,7,डिजाइनर,डिजाइनर
381,23,8,दिल्ली,दिल्ली
382,23,9,के,का
383,23,10,हेमेंद्र,हेमेंद्र
384,23,11,लालवानी,लालवानी
385,23,12,व,व
386,23,13,नंदिता,नंदिता
387,23,14,राय,राय
388,23,15,और,और
389,23,16,मुंबई,मुंबई
390,23,17,के,का
391,23,18,लॅसेल,लॅसेल
392,23,19,को,को
393,23,20,धन्यवाद,धन्यवाद
394,23,21,देना,दे
395,23,22,चाहती,चाह
396,23,23,हैं,है
397,24,1,सोनल,सोनल
398,24,2,के,का
399,24,3,पिता,पिता
400,24,4,रघुराज,रघुराज
401,24,5,सिंह,सिंह
402,24,6,चौहान,चौहान
403,24,7,पुलिस,पुलिस
404,24,8,इंसपेक्टर,इंसपेक्टर
405,24,9,हैं,है
406,24,10,और,और
407,24,11,सेक्टर-14,सेक्टर14
408,24,12,में,में
409,24,13,परिवार,परिवार
410,24,14,के,का
411,24,15,साथ,साथ
412,24,16,रहते,रह
413,24,17,हैं,है
414,25,1,उन्होंने,वह
415,25,2,बताया,बता
416,25,3,कि,कि
417,25,4,दिल्ली,दिल्ली
418,25,5,के,का
419,25,6,गार्गी,गार्गी
420,25,7,कॉलेज,कॉलेज
421,25,8,में,में
422,25,9,दाखिला,दाखिला
423,25,10,लेने,ले
424,25,11,के,का
425,25,12,बाद,बाद
426,25,13,किसी,कोई
427,25,14,ने,ने
428,25,15,सोनल,सोनल
429,25,16,को,को
430,25,17,ताना,ताना
431,25,18,दिया,दे
432,25,19,कि,कि
433,25,20,मिस,मिस
434,25,21,इंडिया,इंडिया
435,25,22,बनने,बन
436,25,23,के,का
437,25,24,लिए,लिए
438,25,25,आई,आ
439,25,26,है,है
440,26,1,उसी,वह
441,26,2,ताने,ताना
442,26,3,ने,ने
443,26,4,आज,आज
444,26,5,उसे,वह
445,26,6,यहां,यहाँ
446,26,7,तक,तक
447,26,8,पहुंचा,पहुंच
448,26,9,दिया,दे
449,27,1,उन्होंने,वह
450,27,2,कहा,कह
451,27,3,कि,कि
452,27,4,शुरू,शुरू
453,27,5,में,में
454,27,6,तो,तो
455,27,7,वह,वह
456,27,8,इसके,यह
457,27,9,लिए,लिए
458,27,10,तैयार,तैयार
459,27,11,नहीं,नहीं
460,27,12,थे,था
461,27,13,कि,कि
462,27,14,बेटी,बेटी
463,27,15,इन,यह
464,27,16,मुक़ाबलो,मुकाबलोो
465,27,17,में,में
466,27,18,हिस्सा,हिस्सा
467,27,19,ले,ले
468,28,1,"लेकिन,",लेकिन
469,28,2,उसके,वह
470,28,3,मज़बूत,मजबूत
471,28,4,इरादों,इरादा
472,28,5,के,का
473,28,6,आगे,आगे
474,28,7,उन्हें,वह
475,28,8,झुकना,झुक
476,28,9,पड़ा,पड़ा
477,29,1,वह,वह
478,29,2,शुरू,शुरू
479,29,3,से,से
480,29,4,ही,ही
481,29,5,दूसरे,दूसरा
482,29,6,बच्चों,बच्चा
483,29,7,से,से
484,29,8,अलग,अलग
485,29,9,थी,था
486,30,1,कई,कई
487,30,2,इशतेहारों,इशतेहार
488,30,3,में,में
489,30,4,मॉडलिंग,मॉडलिंग
490,30,5,कर,कर
491,30,6,चुकी,चुक
492,30,7,सोनल,सोनल
493,30,8,ने,ने
494,30,9,बीती,बीता
495,30,10,रात,रात
496,30,11,जब,जब
497,30,12,खुद,खुद
498,30,13,फोन,फोन
499,30,14,कर,कर
500,30,15,घर,घर
501,30,16,वालों,वाला
502,30,17,को,को
503,30,18,बताया,बता
504,30,19,कि,कि
505,30,20,उसे,वह
506,30,21,विजेता,विजेता
507,30,22,चुना,चुन
508,30,23,गया,जा
509,30,24,है,है
510,31,1,तो,तो
511,31,2,पूरे,पूरा
512,31,3,घर,घर
513,31,4,में,में
514,31,5,खुशी,खुशी
515,31,6,की,का
516,31,7,लहर,लहर
517,31,8,दौड़,दौड़
518,31,9,गई,जा
519,31,10,और,और
520,31,11,पटाखे,पटाखा
521,31,12,छोड़े,छोड़े
522,31,13,गए,जा
523,32,1,नोएडा,नोएडा
524,32,2,से,से
525,32,3,अपने,अपना
526,32,4,मॉडलिंग,मॉडलिंग
527,32,5,का,का
528,32,6,सफर,सफर
529,32,7,शुरू,शुरू
530,32,8,करने,कर
531,32,9,वाली,वाला
532,32,10,सोनल,सोनल
533,32,11,ने,ने
534,32,12,सनीचर,सनीचर
535,32,13,को,को
536,32,14,33,33
537,32,15,देशों,देश
538,32,16,की,का
539,32,17,लड़कियों,लड़की
540,32,18,को,को
541,32,19,पछाड़ते,पछाड़ते
542,32,20,हुए,हो
543,32,21,मिस,मिस
544,32,22,टूरिज्म,टूरिज्म
545,32,23,का,का
546,32,24,खिताब,खिताब
547,32,25,हासिल,हासिल
548,32,26,किया,कर
549,33,1,यह,यह
550,33,2,खिताब,खिताब
551,33,3,पाने,पा
552,33,4,वाली,वाला
553,33,5,सोनल,सोनल
554,33,6,देश,देश
555,33,7,की,का
556,33,8,पहली,पहला
557,33,9,लड़की,लड़की
558,33,10,है,है
559,34,1,यह,यह
560,34,2,मुक़ाबला,मुकाबला
561,34,3,मलयेशिया,मलयेशिया
562,34,4,में,में
563,34,5,हुआ,हो
564,35,1,मलयेशिया,मलयेशिया
565,35,2,से,से
566,35,3,फोन,फोन
567,35,4,पर,पर
568,35,5,सोनल,सोनल
569,35,6,ने,ने
570,35,7,अमर,अमर
571,35,8,उजाला,उजाला
572,35,9,से,से
573,35,10,खास,खास
574,35,11,बातचीत,बातचीत
575,35,12,में,में
576,35,13,कहा,कह
577,35,14,कि,कि
578,35,15,नोएडावासियों,नोएडावासी
579,35,16,के,का
580,35,17,प्यार,प्यार
581,35,18,की,का
582,35,19,वजह,वजह
583,35,20,से,से
584,35,21,ही,ही
585,35,22,मैं,मैं
586,35,23,यहां,यहाँ
587,35,24,तक,तक
588,35,25,पहुंची,पहुंच
589,35,26,हूं,है
590,36,1,मलयेशिया,मलयेशिया
591,36,2,के,का
592,36,3,कुचिंग,कुचिंग
593,36,4,शहर,शहर
594,36,5,में,में
595,36,6,9,9
596,36,7,से,से
597,36,8,23,23
598,36,9,जुलाई,जुलाई
599,36,10,तक,तक
600,36,11,यह,यह
601,36,12,मुक़ाबला,मुकाबला
602,36,13,चला,चल
603,37,1,मुक़ाबले,मुकाबला
604,37,2,के,का
605,37,3,बाद,बाद
606,37,4,सोनल,सोनल
607,37,5,ने,ने
608,37,6,बताया,बता
609,37,7,कि,कि
610,37,8,विजेता,विजेता
611,37,9,के,का
612,37,10,रूप,रूप
613,37,11,में,में
614,37,12,जब,जब
615,37,13,उसका,वह
616,37,14,नाम,नाम
617,37,15,पुकारा,पुकार
618,37,16,गया,जा
619,37,17,तो,तो
620,37,18,उसे,वह
621,37,19,कुछ,कुछ
622,37,20,देर,देर
623,37,21,तक,तक
624,37,22,खुद,खुद
625,37,23,पर,पर
626,37,24,भरोसा,भरोसा
627,37,25,नहीं,नहीं
628,37,26,हुआ,हो
629,38,1,क्योंकि,क्योंकि
630,38,2,वह,वह
631,38,3,मानकर,मान
632,38,4,चल,चल
633,38,5,रही,रह
634,38,6,थी,था
635,38,7,कि,कि
636,38,8,यह,यह
637,38,9,मुक़ाबला,मुकाबला
638,38,10,फिक्स,फिक्स
639,38,11,है,है
640,39,1,मुक़ाबले,मुकाबला
641,39,2,में,में
642,39,3,34,34
643,39,4,देशों,देश
644,39,5,की,का
645,39,6,लड़कियों,लड़की
646,39,7,ने,ने
647,39,8,भाग,भाग
648,39,9,लिया,ले
649,39,10,था,था
650,40,1,दूसरे,दूसरा
651,40,2,नंबर,नंबर
652,40,3,पर,पर
653,40,4,मिस,मिस
654,40,5,रूस,रूस
655,40,6,नताशा,नताशा
656,40,7,और,और
657,40,8,तीसरे,तीसरा
658,40,9,नंबर,नंबर
659,40,10,पर,पर
660,40,11,मिस,मिस
661,40,12,लेबनान,लेबनान
662,40,13,सेन्ड्रा,सेन्ड्रा
663,40,14,रहीं,रह
664,41,1,सोनल,सोनल
665,41,2,ने,ने
666,41,3,बताया,बता
667,41,4,कि,कि
668,41,5,इनाम,इनाम
669,41,6,के,का
670,41,7,तौर,तौर
671,41,8,पर,पर
672,41,9,उसे,वह
673,41,10,दस,दस
674,41,11,हजार,हजार
675,41,12,मलयेशियन,मलयेशियन
676,41,13,बाट,बाट
677,41,14,(करीब,करीब
678,41,15,दो,दो
679,41,16,लाख,लाख
680,41,17,रुपये),रुपया
681,41,18,मिले,मिल
682,41,19,हैं,है
683,42,1,मामला,मामला
684,42,2,जब,जब
685,42,3,फिस्स,फिस्स
686,42,4,होने,हो
687,42,5,लगा,लग
688,42,6,तो,तो
689,42,7,सुनीत,सुनीत
690,42,8,वर्मा,वर्मा
691,42,9,ने,ने
692,42,10,फिर,फिर
693,42,11,सफाई,सफाई
694,42,12,पेश,पेश
695,42,13,कर,कर
696,42,14,डाली,डाल
697,43,1,उन्होंने,वह
698,43,2,कहा:,कह
699,43,3,दरअसल,दरअसल
700,43,4,मैंने,मैं
701,43,5,इसे,यह
702,43,6,एक,एक
703,43,7,अख़बार,अखबार
704,43,8,में,में
705,43,9,रानी,रानी
706,43,10,मुखर्जी,मुखर्जी
707,43,11,को,को
708,43,12,एक,एक
709,43,13,फिल्म,फिल्म
710,43,14,के,का
711,43,15,प्रचार,प्रचार
712,43,16,के,का
713,43,17,सिलसिले,सिलसिला
714,43,18,में,में
715,43,19,पहने,पहन
716,43,20,देखा,देख
717,43,21,था,था
718,44,1,तो,तो
719,44,2,उन्होंने,वह
720,44,3,इलज़ाम,इलजाम
721,44,4,साबित,साबित
722,44,5,करने,कर
723,44,6,के,का
724,44,7,लिए,लिए
725,44,8,प्रेसकांफ्रेंस,प्रेसकांफ्रेंस
726,44,9,बुलाई,बुला
727,44,10,थी,था
728,45,1,सुनीत,सुनीत
729,45,2,ने,ने
730,45,3,दो,दो
731,45,4,तस्वीरें,तस्वीर
732,45,5,पेश,पेश
733,45,6,कीं,कर
734,46,1,जिसमें,जो
735,46,2,रानी,रानी
736,46,3,ने,ने
737,46,4,लाइट,लाइट
738,46,5,ब्लू,ब्लू
739,46,6,रंग,रंग
740,46,7,की,का
741,46,8,कुरती,कुरती
742,46,9,और,और
743,46,10,कढ़े,कढ़े
744,46,11,हुए,हो
745,46,12,सलवार,सलवार
746,46,13,पहने,पहन
747,46,14,हुए,हो
748,46,15,हैं,है
749,47,1,दूसरी,दूसरा
750,47,2,फोटो,फोटो
751,47,3,में,में
752,47,4,एक,एक
753,47,5,मॉडल,मॉडल
754,47,6,ने,ने
755,47,7,यही,यह
756,47,8,कपड़ा,कपडा
757,47,9,पहना,पहन
758,47,10,हुआ,हो
759,47,11,था,था
760,47,12,और,और
761,47,13,बकौल,बकौल
762,47,14,सुनीत,सुनीत
763,47,15,इसे,यह
764,47,16,उन्होंने,वह
765,47,17,ओके,ओके
766,47,18,ओके,ओके
767,47,19,किया,कर
768,47,20,था,था
769,48,1,सुनीत,सुनीत
770,48,2,बनाम,बनाम
771,48,3,अकी,अकी
772,48,4,नरुला,नरुला
773,48,5,की,का
774,48,6,लड़ाई,लड़ाई
775,48,7,निपटी,निपट
776,48,8,या,या
777,48,9,नहीं,नहीं
778,48,10,यह,यह
779,48,11,तो,तो
780,48,12,देर,देर
781,48,13,रात,रात
782,48,14,की,का
783,48,15,पार्टी,पार्टी
784,48,16,में,में
785,48,17,तय,तय
786,48,18,होगा,हो
787,49,1,लेकिन,लेकिन
788,49,2,इतना,इतना
789,49,3,जरूर,जरूर
790,49,4,है,है
791,49,5,कि,कि
792,49,6,जिस,जो
793,49,7,तरह,तरह
794,49,8,चोरी,चोरी
795,49,9,और,और
796,49,10,सीनाजोरी,सीनाजोरी
797,49,11,का,का
798,49,12,दौर,दौर
799,49,13,चल,चल
800,49,14,रहा,रह
801,49,15,"है,",है
802,49,16,लोग,लोग
803,49,17,ही,ही
804,49,18,कहेंगे,कह
805,49,19,۰۰۰,۰۰۰
806,49,20,अरे,अरे
807,49,21,ओरिजिनल,ओरिजिनल
808,49,22,۰۰۰,۰۰۰
809,49,23,ढूंढ़ते,ढूंढ़ते
810,49,24,रह,रह
811,49,25,जाओगे,जा
812,50,1,शांतनु,शांतनु
813,50,2,गोयनका,गोयनका
814,50,3,और,और
815,50,4,तरुण,तरुण
816,50,5,तहलियानी,तहलियानी
817,50,6,की,का
818,50,7,लड़ाई,लड़ाई
819,50,8,भी,भी
820,50,9,कुछ,कुछ
821,50,10,इसी,यह
822,50,11,तरह,तरह
823,50,12,की,का
824,50,13,है,है
825,51,1,तरुण,तरुण
826,51,2,तहलियानी,तहलियानी
827,51,3,फैशन,फैशन
828,51,4,की,का
829,51,5,दुनिया,दुनिया
830,51,6,का,का
831,51,7,जाना,जान
832,51,8,माना,मान
833,51,9,नाम,नाम
834,51,10,है,है
835,52,1,इतवार,इतवार
836,52,2,को,को
837,52,3,अचानक,अचानक
838,52,4,उनका,वह
839,52,5,मोबाइल,मोबाइल
840,52,6,हर,हर
841,52,7,मिनट,मिनट
842,52,8,बजने,बज
843,52,9,लगा,लग
844,53,1,चोरी,चोरी
845,53,2,और,और
846,53,3,उस,वह
847,53,4,पर,पर
848,53,5,सीनाजोरी,सीनाजोरी
849,53,6,۰۰۰,۰۰۰
850,53,7,लक्मे,लक्मे
851,53,8,इंडिया,इंडिया
852,53,9,फैशन,फैशन
853,53,10,वीक,वीक
854,53,11,में,में
855,53,12,इस,यह
856,53,13,बार,बार
857,53,14,कुछ,कुछ
858,53,15,ऐसा,ऐसा
859,53,16,ही,ही
860,53,17,चल,चल
861,53,18,रहा,रह
862,53,19,है,है
863,54,1,वजह-,वजह
864,54,2,लोगों,लोग
865,54,3,ने,ने
866,54,4,उन्हें,वह
867,54,5,बताया,बता
868,54,6,कि,कि
869,54,7,शांतनु,शांतनु
870,54,8,गोयनका,गोयनका
871,54,9,ने,ने
872,54,10,उनके,वह
873,54,11,डिजिटल,डिजिटल
874,54,12,प्रिंट,प्रिंट
875,54,13,वाली,वाला
876,54,14,टीशर्ट,टीशर्ट
877,54,15,की,का
878,54,16,नकल,नकल
879,54,17,कर,कर
880,54,18,ली,ले
881,54,19,है,है
882,55,1,यहां,यहाँ
883,55,2,हम,हम
884,55,3,बता,बता
885,55,4,दें,दे
886,55,5,कि,कि
887,55,6,शांतनु,शांतनु
888,55,7,गोयनका,गोयनका
889,55,8,अभी,अभी
890,55,9,उभरते,उभर
891,55,10,हुए,हो
892,55,11,फैशन,फैशन
893,55,12,डिजाइनर,डिजाइनर
894,55,13,हैं,है
895,55,14,और,और
896,55,15,इस,यह
897,55,16,बार,बार
898,55,17,उन्होंने,वह
899,55,18,लक्मे,लक्मे
900,55,19,इंडिया,इंडिया
901,55,20,फैशन,फैशन
902,55,21,वीक,वीक
903,55,22,से,से
904,55,23,इसकी,यह
905,55,24,शुरुआत,शुरुआत
906,55,25,की,कर
907,55,26,है,है
908,56,1,मामला,मामला
909,56,2,बढ़ा,बढ़ा
910,56,3,तो,तो
911,56,4,शांतनु,शांतनु
912,56,5,ने,ने
913,56,6,सफाई,सफाई
914,56,7,पेश,पेश
915,56,8,की,कर
916,56,9,कि,कि
917,56,10,डिजिटल,डिजिटल
918,56,11,प्रिंट,प्रिंट
919,56,12,ऐसी,ऐसा
920,56,13,तकनीक,तकनीक
921,56,14,नहीं,नहीं
922,56,15,है,है
923,56,16,जिसका,जो
924,56,17,कोई,कोई
925,56,18,कॉपीराइट,कॉपीराइट
926,56,19,होता,हो
927,56,20,हो,हो
928,57,1,शांतनु,शांतनु
929,57,2,ने,ने
930,57,3,कहा,कह
931,57,4,कि,कि
932,57,5,उनके,वह
933,57,6,और,और
934,57,7,तरुण,तरुण
935,57,8,तहलियानी,तहलियानी
936,57,9,के,का
937,57,10,काम,काम
938,57,11,में,में
939,57,12,खासा,खासा
940,57,13,फर्क,फर्क
941,57,14,है,है
942,58,1,दोनों,दो
943,58,2,का,का
944,58,3,स्टाइल,स्टाइल
945,58,4,ही,ही
946,58,5,अलग,अलग
947,58,6,है,है
948,59,1,शांतनु,शांतनु
949,59,2,ने,ने
950,59,3,कहा,कह
951,59,4,कि,कि
952,59,5,उनकी,वह
953,59,6,लाइन,लाइन
954,59,7,चांदी,चांदी
955,59,8,से,से
956,59,9,कढ़ी,कढ़ी
957,59,10,हुई,हो
958,59,11,है,है
959,60,1,जबकि,जबकि
960,60,2,तरुण,तरुण
961,60,3,के,का
962,60,4,काम,काम
963,60,5,में,में
964,60,6,कढ़ाई,कढ़ाई
965,60,7,के,का
966,60,8,साथ-साथ,साथसाथ
967,60,9,सजावट,सजावट
968,60,10,पर,पर
969,60,11,ज्यादा,ज्यादा
